arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,16384,cout,cin_cout_2d,16,0.002500,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,32768,cout,cin_cout_2d,16,0.022905,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,65536,cout,cin_cout_2d,16,0.097122,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,16384,cout,cin_cout_2d,16,0.002116,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,32768,cout,cin_cout_2d,16,0.017622,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,65536,cout,cin_cout_2d,16,0.164803,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,16384,cout,cin_cout_2d,16,0.000729,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,32768,cout,cin_cout_2d,16,0.015071,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,65536,cout,cin_cout_2d,16,0.173354,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,16384,cout,cin_cout_2d,16,0.911014,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,32768,cout,cin_cout_2d,16,0.926058,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,65536,cout,cin_cout_2d,16,0.926058,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,16384,cout,cin_cout_2d,32,0.127014,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,32768,cout,cin_cout_2d,32,0.131076,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,65536,cout,cin_cout_2d,32,0.161678,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,16384,cout,cin_cout_2d,32,0.126878,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,32768,cout,cin_cout_2d,32,0.128545,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,65536,cout,cin_cout_2d,32,0.155024,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,16384,cout,cin_cout_2d,32,0.126878,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,32768,cout,cin_cout_2d,32,0.128176,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,65536,cout,cin_cout_2d,32,0.149143,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,16384,cout,cin_cout_2d,32,0.917299,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,32768,cout,cin_cout_2d,32,0.962323,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,65536,cout,cin_cout_2d,32,0.962323,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,16384,cout,cin_cout_2d,64,0.311479,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,32768,cout,cin_cout_2d,64,0.311849,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,4,65536,cout,cin_cout_2d,64,0.318583,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,16384,cout,cin_cout_2d,64,0.311479,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,32768,cout,cin_cout_2d,64,0.311560,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,16,65536,cout,cin_cout_2d,64,0.315806,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,16384,cout,cin_cout_2d,64,0.311519,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,32768,cout,cin_cout_2d,64,0.311519,5
loas,vgg16_T4_all,layer_04_features_14,set_associative,32,65536,cout,cin_cout_2d,64,0.314785,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,16384,cout,cin_cout_2d,64,0.902839,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,32768,cout,cin_cout_2d,64,0.981094,5
loas,vgg16_T4_all,layer_04_features_14,fully_associative,0,65536,cout,cin_cout_2d,64,0.981094,5
