arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,65536,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,65536,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,65536,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,16384,cout,cin_cout_2d,16,0.006240,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,32768,cout,cin_cout_2d,16,0.324187,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,65536,cout,cin_cout_2d,16,0.980580,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,16384,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,32768,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,65536,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,16384,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,32768,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,65536,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,16384,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,32768,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,65536,cout,cin_cout_2d,32,0.479506,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,16384,cout,cin_cout_2d,32,0.482739,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,32768,cout,cin_cout_2d,32,0.650276,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,65536,cout,cin_cout_2d,32,0.990288,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,16384,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,32768,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,4,65536,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,16384,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,32768,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,16,65536,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,16384,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,32768,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,set_associative,32,65536,cout,cin_cout_2d,64,0.738877,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,16384,cout,cin_cout_2d,64,0.740496,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,32768,cout,cin_cout_2d,64,0.824646,5
loas,resnet19_T4_all,layer_14_layer2_2_conv2,fully_associative,0,65536,cout,cin_cout_2d,64,0.995144,5
