arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cin_cout_2d,16,0.007897,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cin_cout_2d,16,0.054724,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cin_cout_2d,16,0.162681,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cin_cout_2d,16,0.001622,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cin_cout_2d,16,0.058828,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cin_cout_2d,16,0.405697,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cin_cout_2d,16,0.000939,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cin_cout_2d,16,0.042099,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cin_cout_2d,16,0.488276,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cin_cout_2d,16,0.951235,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cin_cout_2d,16,0.987936,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cin_cout_2d,16,0.987936,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cin_cout_2d,32,0.172588,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cin_cout_2d,32,0.184443,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cin_cout_2d,32,0.255110,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cin_cout_2d,32,0.172112,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cin_cout_2d,32,0.177185,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cin_cout_2d,32,0.283619,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cin_cout_2d,32,0.172095,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cin_cout_2d,32,0.176540,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cin_cout_2d,32,0.268708,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cin_cout_2d,32,0.942863,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cin_cout_2d,32,0.993968,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cin_cout_2d,32,0.993968,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cin_cout_2d,64,0.412150,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cin_cout_2d,64,0.413316,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cin_cout_2d,64,0.435260,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cin_cout_2d,64,0.412150,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cin_cout_2d,64,0.412333,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cin_cout_2d,64,0.423877,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cin_cout_2d,64,0.412150,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cin_cout_2d,64,0.412182,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cin_cout_2d,64,0.419946,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cin_cout_2d,64,0.903553,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cin_cout_2d,64,0.996984,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cin_cout_2d,64,0.996984,5
