arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,65536,cout,cin_cout_2d,16,0.001340,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,65536,cout,cin_cout_2d,16,0.000157,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,16384,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,32768,cout,cin_cout_2d,16,0.000000,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,65536,cout,cin_cout_2d,16,0.000152,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,16384,cout,cin_cout_2d,16,0.553075,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,32768,cout,cin_cout_2d,16,0.758165,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,65536,cout,cin_cout_2d,16,0.758165,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,16384,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,32768,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,65536,cout,cin_cout_2d,32,0.154146,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,16384,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,32768,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,65536,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,16384,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,32768,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,65536,cout,cin_cout_2d,32,0.154059,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,16384,cout,cin_cout_2d,32,0.399991,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,32768,cout,cin_cout_2d,32,0.838291,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,65536,cout,cin_cout_2d,32,0.857709,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,16384,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,32768,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,4,65536,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,16384,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,32768,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,16,65536,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,16384,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,32768,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,set_associative,32,65536,cout,cin_cout_2d,64,0.381430,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,16384,cout,cin_cout_2d,64,0.435968,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,32768,cout,cin_cout_2d,64,0.856118,5
loas,vgg16_T4_all,layer_07_features_24,fully_associative,0,65536,cout,cin_cout_2d,64,0.927111,5
