arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,65536,cout,cin_cout_2d,16,0.000018,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,65536,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,16384,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,32768,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,65536,cout,cin_cout_2d,16,0.000000,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,16384,cout,cin_cout_2d,16,0.006277,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,32768,cout,cin_cout_2d,16,0.867354,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,65536,cout,cin_cout_2d,16,0.977229,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,16384,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,32768,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,65536,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,16384,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,32768,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,65536,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,16384,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,32768,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,65536,cout,cin_cout_2d,32,0.408742,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,16384,cout,cin_cout_2d,32,0.412469,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,32768,cout,cin_cout_2d,32,0.600451,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,65536,cout,cin_cout_2d,32,0.988581,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,16384,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,32768,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,4,65536,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,16384,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,32768,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,16,65536,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,16384,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,32768,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,set_associative,32,65536,cout,cin_cout_2d,64,0.693364,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,16384,cout,cin_cout_2d,64,0.695267,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,32768,cout,cin_cout_2d,64,0.794056,5
loas,resnet19_T4_all,layer_12_layer2_1_conv2,fully_associative,0,65536,cout,cin_cout_2d,64,0.994290,5
