arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,32768,cout,cout_only,16,0.390587,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,65536,cout,cout_only,16,0.867588,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,32768,cout,cout_only,32,0.000036,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,65536,cout,cout_only,32,0.001199,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,65536,cout,cout_only,32,0.001143,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,65536,cout,cout_only,32,0.001123,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,16384,cout,cout_only,32,0.002319,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,32768,cout,cout_only,32,0.002319,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,65536,cout,cout_only,32,0.400428,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,32768,cout,cout_only,64,0.000054,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,4,65536,cout,cout_only,64,0.001798,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,16,65536,cout,cout_only,64,0.001715,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,set_associative,32,65536,cout,cout_only,64,0.001684,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,16384,cout,cout_only,64,0.001738,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,32768,cout,cout_only,64,0.003479,5
loas,resnet19_T4_all,layer_16_layer3_0_conv2,fully_associative,0,65536,cout,cout_only,64,0.003479,5
