arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,16384,cout,cout_only,16,0.021411,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,32768,cout,cout_only,16,0.521028,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,65536,cout,cout_only,16,0.866796,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,65536,cout,cout_only,32,0.000113,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,65536,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,65536,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,16384,cout,cout_only,32,0.003328,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,32768,cout,cout_only,32,0.024739,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,65536,cout,cout_only,32,0.539483,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,4,65536,cout,cout_only,64,0.000170,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,16,65536,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,set_associative,32,65536,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,16384,cout,cout_only,64,0.004755,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,32768,cout,cout_only,64,0.004992,5
loas,resnet19_T4_all,layer_18_layer3_1_conv1,fully_associative,0,65536,cout,cout_only,64,0.026403,5
