arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,65536,cout,cout_only,16,0.000291,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,16384,cout,cout_only,16,0.144187,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,32768,cout,cout_only,16,0.950216,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,65536,cout,cout_only,16,0.970559,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,32768,cout,cout_only,32,0.000057,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,65536,cout,cout_only,32,0.001399,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,65536,cout,cout_only,32,0.001108,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,65536,cout,cout_only,32,0.001108,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,16384,cout,cout_only,32,0.001461,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,32768,cout,cout_only,32,0.145295,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,65536,cout,cout_only,32,0.961277,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,32768,cout,cout_only,64,0.000085,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,4,65536,cout,cout_only,64,0.001953,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,16,65536,cout,cout_only,64,0.001662,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,set_associative,32,65536,cout,cout_only,64,0.001662,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,16384,cout,cout_only,64,0.001662,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,32768,cout,cout_only,64,0.002015,5
loas,resnet19_T4_all,layer_11_layer2_1_conv1,fully_associative,0,65536,cout,cout_only,64,0.145849,5
