arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cout_only,16,0.007897,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cout_only,16,0.054724,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cout_only,16,0.162681,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cout_only,16,0.001622,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cout_only,16,0.058828,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cout_only,16,0.405697,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cout_only,16,0.000939,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cout_only,16,0.042099,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cout_only,16,0.488276,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cout_only,16,0.951235,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cout_only,16,0.987936,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cout_only,16,0.987936,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cout_only,32,0.008024,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cout_only,32,0.054964,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cout_only,32,0.163320,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cout_only,32,0.001741,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cout_only,32,0.059021,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cout_only,32,0.406462,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cout_only,32,0.001056,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cout_only,32,0.042247,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cout_only,32,0.489020,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cout_only,32,0.641509,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cout_only,32,0.955272,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cout_only,32,0.993968,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,16384,cout,cout_only,64,0.008087,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,32768,cout,cout_only,64,0.055084,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,4,65536,cout,cout_only,64,0.163640,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,16384,cout,cout_only,64,0.001800,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,32768,cout,cout_only,64,0.059118,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,16,65536,cout,cout_only,64,0.406844,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,16384,cout,cout_only,64,0.001115,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,32768,cout,cout_only,64,0.042321,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,set_associative,32,65536,cout,cout_only,64,0.489392,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,16384,cout,cout_only,64,0.017865,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,32768,cout,cout_only,64,0.641884,5
loas,resnet19_T4_all,layer_06_layer1_2_conv1,fully_associative,0,65536,cout,cout_only,64,0.957290,5
