arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,16384,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,32768,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,65536,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,16384,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,32768,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,65536,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,16384,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,32768,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,65536,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,16384,cout,cout_only,16,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,32768,cout,cout_only,16,0.309022,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,65536,cout,cout_only,16,0.329207,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,16384,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,32768,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,65536,cout,cout_only,32,0.001333,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,16384,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,32768,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,65536,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,16384,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,32768,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,65536,cout,cout_only,32,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,16384,cout,cout_only,32,0.019073,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,32768,cout,cout_only,32,0.019073,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,65536,cout,cout_only,32,0.434144,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,16384,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,32768,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,4,65536,cout,cout_only,64,0.001999,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,16384,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,32768,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,16,65536,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,16384,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,32768,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,set_associative,32,65536,cout,cout_only,64,0.000000,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,16384,cout,cout_only,64,0.024615,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,32768,cout,cout_only,64,0.028610,5
loas,vgg16_T4_all,layer_10_features_34,fully_associative,0,65536,cout,cout_only,64,0.028610,5
