arch,workload,layer,cache_type,associativity,size_bytes,inner_dim,layout,line_size,mean_hit_rate,n_samples
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,65536,cout,cout_only,16,0.000009,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,16384,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,32768,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,65536,cout,cout_only,16,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,16384,cout,cout_only,16,0.005877,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,32768,cout,cout_only,16,0.424368,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,65536,cout,cout_only,16,0.979539,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,32768,cout,cout_only,32,0.000017,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,65536,cout,cout_only,32,0.000890,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,65536,cout,cout_only,32,0.000882,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,16384,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,32768,cout,cout_only,32,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,65536,cout,cout_only,32,0.000882,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,16384,cout,cout_only,32,0.000882,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,32768,cout,cout_only,32,0.006759,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,65536,cout,cout_only,32,0.429024,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,32768,cout,cout_only,64,0.000025,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,4,65536,cout,cout_only,64,0.001331,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,16,65536,cout,cout_only,64,0.001322,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,16384,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,32768,cout,cout_only,64,0.000000,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,set_associative,32,65536,cout,cout_only,64,0.001322,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,16384,cout,cout_only,64,0.001322,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,32768,cout,cout_only,64,0.001322,5
loas,resnet19_T4_all,layer_13_layer2_2_conv1,fully_associative,0,65536,cout,cout_only,64,0.007200,5
