2019	Understanding Reuse, Performance, and Hardware Cost of DNN Dataflow	https://doi.org/10.1145/3352460.3358252
2018	FPGA-Based Accelerators of Deep Learning Networks for Learning and Cla	https://doi.org/10.1109/access.2018.2890150
2018	Toolflows for Mapping Convolutional Neural Networks on FPGAs	https://doi.org/10.1145/3186332
2017	Trends in Data Locality Abstractions for HPC Systems	https://doi.org/10.1109/tpds.2017.2703149
2017	Loop Tiling in Large-Scale Stencil Codes at Run-Time with OPS	https://arxiv.org/abs/1704.00693
2017	Analytical modeling of cache behavior for affine programs	https://doi.org/10.1145/3158120
2017	Leeway: Addressing Variability in Dead-Block Prediction for Last-Level	https://doi.org/10.1109/pact.2017.32
2017	Fast and Accurate Exploration of Multi-level Caches Using Hierarchical	https://www.semanticscholar.org/paper/f8076a5e9acc718e22994adf2d653f33fcba327f
2017	Eyeriss: An Energy-Efficient Reconfigurable Accelerator for Deep Convo	https://doi.org/10.1109/jssc.2016.2616357
2016	Back to the Future: Leveraging Belady's Algorithm for Improved Cache R	https://doi.org/10.1109/isca.2016.17
2014	A detailed GPU cache model based on reuse distance theory	https://doi.org/10.1109/hpca.2014.6835955
2013	Memory-centric accelerator design for Convolutional Neural Networks	https://doi.org/10.1109/iccd.2013.6657019
2013	Reuse-based online models for caches	https://www.semanticscholar.org/paper/8671317d25f917af263b457612f959823d5c86b1
2012	Improving Cache Management Policies Using Dynamic Reuse Distances	https://www.semanticscholar.org/paper/bb0ecaa562f8af82a895fa70409e5982e6d22907
2012	Advancing interconnect density for spiking neural network hardware imp	https://doi.org/10.1016/j.neunet.2012.04.004
2010	Cache contention and application performance prediction for multi-core	https://www.semanticscholar.org/paper/b23e687ff4650f1955431c88281bdad29c3d57a2
2010	Is Reuse Distance Applicable to Data Locality Analysis on Chip Multipr	https://doi.org/10.1007/978-3-642-11970-5_15
2010	Multicore-aware reuse distance analysis	https://www.semanticscholar.org/paper/2ff05e51a9eab68f76326490ff3a61bb65c53e08
2009	Program locality analysis using reuse distance	https://www.semanticscholar.org/paper/93a6a32f1bbf1913e9e2232132ec4fa7a75ab152
2009	Program locality analysis using reuse distance	https://doi.org/10.1145/1552309.1552310
2007	Locality approximation using time	https://www.semanticscholar.org/paper/7fb29f5dc844a076f5a98d76bdb4202c53ed6228
2007	Cache replacement based on reuse-distance prediction	https://doi.org/10.1109/iccd.2007.4601909
2005	Memory coloring: a compiler approach for scratchpad memory management	https://doi.org/10.1109/pact.2005.27
2004	Reuse-distance-based miss-rate prediction on a per instruction basis	https://www.semanticscholar.org/paper/e013585f212ce4575d14f4e2187e9bd7f56fa6dc
2004	Cache-aware scratchpad allocation algorithm	https://doi.org/10.1109/date.2004.1269069
2003	Scratchpad memory: a design alternative for cache on-chip memory in em	https://doi.org/10.1109/codes.2002.1003604
2003	Predicting whole-program locality through reuse distance analysis	https://doi.org/10.1145/781158.781159
2000	Loop Tiling for Parallelism	https://doi.org/10.1007/978-1-4615-4337-4
1999	Augmenting loop tiling with data alignment for improved cache performa	https://doi.org/10.1109/12.752655
1991	A data locality optimizing algorithm	https://www.semanticscholar.org/paper/f4dff66ba8f2338d118f379f2eff1410feb57ce6
1970	Evaluation techniques for storage hierarchies	https://doi.org/10.1147/sj.92.0078
1966	A study of replacement algorithms for a virtual-storage computer	https://doi.org/10.1147/sj.52.0078
