_tag,_sample,_config,run_id,git_commit,arm,tier,arch,n_cores,workload,layer,sample_idx,l1_size_bytes,l1_assoc,l1_num_lines,l1_num_sets,l2_size_bytes,l2_assoc,l2_num_lines,l2_num_sets,line_size_bytes,cin_block,cout_block,weight_bytes,layout,cin_lo_blocks,l1_mshrs,l1_tgts_per_mshr,l2_mshrs,l2_tgts_per_mshr,l1_demand_reserve,prefetch_policy,prefetch_distance,l1_latency,l1_ii,l2_latency,l2_to_l1_latency,l2_miss_latency,l2_banks,l2_ii,dram_ii,core_accept_ii,inclusion,policy,total_cycles,tick_base_total,stretch_cycles,l1_hits,l1_accesses,l1_hit_rate,l2_hits,l2_accesses,l2_hit_rate,dram_accesses,dram_bytes,stall_l1_slot,stall_l1_line,stall_l1_port,stall_l2_slot,stall_l2_line,stall_l2_port,stall_channel,stall_barrier,stall_total,core_stall_sum,fetch_latency_sum,hidden_latency,hidden_fraction,pf_issued,pf_timely,pf_late,pf_wasted,pf_dropped_array_hit,pf_dropped_matching,pf_dropped_no_slot,pf_dropped_targets_full,pf_dropped_reserve,pf_coverage,pf_coverage_ceiling,pf_budget_exhausted,pf_pollution_evictions,padding_fraction,port_bound_threshold,l1_mshr_occ_p50,l1_mshr_occ_p95,l1_mshr_occ_max,l2_mshr_occ_p50,l2_mshr_occ_p95,l2_mshr_occ_max,max_wait_depth,hits_downgraded_to_miss,events,events_per_cycle,sim_wall_seconds,distinct_addr_per_core_tile_p50,distinct_addr_per_core_tile_max
R16,4,C5,w5b-R16-s4-C5-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,3279547,123756,3155791,464497,1980096,0.234583,64,912,0.070175,1501232,24019712,0,0,157006,0,0,50229843,33496,73335,50493680,50420345,256308146,205887801,0.803282,1979072,401617,1514687,0,62768,0,0,0,0,0.967783,0.999483,0,0,0.000000,18.370006,4,5,5,11,13,20,52,0,12633339,3.852160,3.559904,1882,2891
R16,4,C6,w5b-R16-s4-C6-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,1517499,123756,1393743,1290509,1980096,0.651741,64,976,0.065574,755152,48329728,0,0,687816,0,0,21481049,36024,96023,22300912,22204889,56742631,34537742,0.608674,1979072,89885,688611,0,25182,1175394,0,0,0,0.393161,0.999483,0,0,0.122502,8.358225,2,3,5,12,14,20,48,0,8982307,5.919152,2.596846,1882,2891
R9,0,C3,w5b-R9-s0-C3-block_pack,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,1024,1024,1,524288,16,32768,2048,16,1,16,1,block_pack,-1,16,20,20,12,1,none,0,0,1,8,0,24,1,1,1,1,non_inclusive,lru,577053,86384,490669,849648,1382144,0.614732,495654,532496,0.930813,18424,294784,0,0,0,0,0,6513755,1192303,146694,7852752,7706058,7706058,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.998518,0,0,0.000000,9.246435,1,1,1,4,7,8,0,0,3847832,6.668074,3.922064,737,902
R9,0,C3,w5b-R9-s0-C3-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,1024,1024,1,524288,16,32768,2048,16,1,16,1,split_cin,1,16,20,20,12,1,none,0,0,1,8,0,24,1,1,1,1,non_inclusive,lru,577053,86384,490669,849648,1382144,0.614732,495654,532496,0.930813,18424,294784,0,0,0,0,0,6513755,1192303,146694,7852752,7706058,7706058,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.998518,0,0,0.000000,9.246435,1,1,1,4,7,8,0,0,3847832,6.668074,3.952538,737,902
R9,0,C5,w5b-R9-s0-C5-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,879142,86384,792758,612950,1382144,0.443478,944,1040,0.907692,18424,294784,0,0,328975,0,0,12279282,3744,74175,12686176,12612001,51400197,38788196,0.754631,1380096,106262,768154,0,505680,0,0,0,0,0.632652,0.998518,0,0,0.000000,13.356536,3,5,5,5,12,13,0,0,5913848,6.726840,1.606742,737,902
R9,0,C6,w5b-R9-s0-C6-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,773635,86384,687251,711852,1382144,0.515035,1808,1872,0.965812,4608,294912,0,0,314635,0,0,10630369,2496,50564,10998064,10947500,38466785,27519285,0.715404,1380096,101532,668420,0,62916,547228,0,0,0,0.557071,0.998518,0,0,0.000434,11.639169,2,4,5,11,12,13,0,0,5692768,7.358467,1.503898,737,902
R9,1,C5,w5b-R9-s1-C5-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,585670,66910,518760,569665,1070560,0.532119,1008,1104,0.913043,17272,276352,0,0,341232,0,0,7881653,3744,75579,8302208,8226629,30945049,22718420,0.734154,1068512,80273,499791,0,488448,0,0,0,0,0.541832,0.998087,0,0,0.000000,11.229151,3,5,5,5,12,13,0,0,4389368,7.494610,1.302672,542,768
R9,1,C6,w5b-R9-s1-C6-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,660524,66910,593614,494881,1070560,0.462264,1936,2000,0.968000,4608,294912,0,0,220854,0,0,9232717,2496,43805,9499872,9456067,36118817,26662750,0.738196,1068512,83345,573679,0,89764,321724,0,0,0,0.613720,0.998087,0,0,0.062934,12.905672,3,4,5,11,12,13,0,0,4532416,6.861849,1.308817,542,768
R9,2,C5,w5b-R9-s2-C5-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,613727,68358,545369,564268,1093728,0.515913,928,1024,0.906250,16368,261888,0,0,333184,0,0,8312420,3744,78604,8727952,8649348,33011598,24362250,0.737991,1091680,81100,528436,0,482144,0,0,0,0,0.557301,0.998128,0,0,0.000000,11.618099,3,5,5,4,12,13,0,0,4516752,7.359546,1.273349,600,738
R9,2,C6,w5b-R9-s2-C6-split_cin,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,1,1,1,1,non_inclusive,lru,660401,68358,592043,516250,1093728,0.472009,1936,2000,0.968000,4608,294912,0,0,221248,0,0,9198583,2496,52409,9474736,9422327,35209807,25787480,0.732395,1091680,81402,575478,0,97925,336875,0,0,0,0.600588,0.998128,0,0,0.111979,12.671772,3,4,5,11,12,13,0,0,4601632,6.967936,1.204030,600,738
