_tag,_sample,_config,_banks,run_id,git_commit,arm,tier,arch,n_cores,workload,layer,sample_idx,l1_size_bytes,l1_assoc,l1_num_lines,l1_num_sets,l2_size_bytes,l2_assoc,l2_num_lines,l2_num_sets,line_size_bytes,cin_block,cout_block,weight_bytes,layout,cin_lo_blocks,l1_mshrs,l1_tgts_per_mshr,l2_mshrs,l2_tgts_per_mshr,l1_demand_reserve,prefetch_policy,prefetch_distance,l1_latency,l1_ii,l2_latency,l2_to_l1_latency,l2_miss_latency,l2_banks,l2_ii,dram_ii,core_accept_ii,inclusion,policy,total_cycles,tick_base_total,stretch_cycles,l1_hits,l1_accesses,l1_hit_rate,l2_hits,l2_accesses,l2_hit_rate,dram_accesses,dram_bytes,stall_l1_slot,stall_l1_line,stall_l1_port,stall_l2_slot,stall_l2_line,stall_l2_port,stall_channel,stall_barrier,stall_total,core_stall_sum,fetch_latency_sum,hidden_latency,hidden_fraction,pf_issued,pf_timely,pf_late,pf_wasted,pf_dropped_array_hit,pf_dropped_matching,pf_dropped_no_slot,pf_dropped_targets_full,pf_dropped_reserve,pf_coverage,pf_coverage_ceiling,pf_budget_exhausted,pf_pollution_evictions,padding_fraction,port_bound_threshold,l1_mshr_occ_p50,l1_mshr_occ_p95,l1_mshr_occ_max,l2_mshr_occ_p50,l2_mshr_occ_p95,l2_mshr_occ_max,max_wait_depth,hits_downgraded_to_miss,events,events_per_cycle,sim_wall_seconds,distinct_addr_per_core_tile_p50,distinct_addr_per_core_tile_max
R16,3,C5,8,w5d-R16-s3-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,3,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,2466116,126012,2340104,613833,2016192,0.304452,304,1451,0.209511,1538112,24609792,0,0,264566,39148,0,37042825,11694,84455,37442688,37358233,192378393,155020160,0.805809,2015168,552617,1401335,0,61216,0,0,0,0,0.969130,0.999492,0,0,0.000000,133.545281,4,5,5,15,16,20,60,0,13010869,5.275854,6.440623,1914,2968
R16,3,C6,2,w5d-R16-s3-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,1255188,126012,1129176,1334941,2016192,0.662110,0,1330,0.000000,768528,49185792,0,0,735131,21178,0,17176490,29134,105907,18067840,17961933,46682642,28720709,0.615233,2015168,112621,680227,0,25759,1196561,0,0,0,0.393240,0.999492,0,0,0.101128,16.218717,2,3,5,15,16,20,45,0,9165523,7.302112,5.111650,1914,2968
R16,3,C6,4,w5d-R16-s3-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,1244029,126012,1118017,1323184,2016192,0.656279,0,1364,0.000000,768528,49185792,0,0,719992,24524,0,17017205,27638,99937,17889296,17789359,46242447,28453088,0.615302,2015168,100864,691984,0,24087,1198233,0,0,0,0.393240,0.999492,0,0,0.101128,32.997238,2,3,5,15,16,20,44,0,9164996,7.367188,4.869032,1914,2968
R16,3,C6,8,w5d-R16-s3-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,1242697,126012,1116685,1318104,2016192,0.653759,0,1364,0.000000,768528,49185792,0,0,712412,24524,0,16998785,27638,104625,17867984,17763359,46170282,28406923,0.615264,2015168,95784,697064,0,25519,1196801,0,0,0,0.393240,0.999492,0,0,0.101128,66.478240,2,3,5,14,17,20,46,0,9159436,7.370611,4.683064,1914,2968
R16,4,C5,2,w5d-R16-s4-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,2457708,123756,2333952,643485,1980096,0.324977,64,1206,0.053068,1501232,24019712,0,0,263274,20719,0,36925245,22618,112400,37344256,37231856,191312777,154080921,0.805388,1979072,580605,1335699,0,62768,0,0,0,0,0.967783,0.999483,0,0,0.000000,32.401120,4,5,5,15,16,20,57,0,12734831,5.181588,6.050592,1882,2891
R16,4,C5,4,w5d-R16-s4-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,2409968,123756,2286212,625775,1980096,0.316033,64,1357,0.047163,1501232,24019712,0,0,269608,35886,0,36174035,16198,84689,36580416,36495727,187799639,151303912,0.805667,1979072,562895,1353409,0,62768,0,0,0,0,0.967783,0.999483,0,0,0.000000,65.660865,4,5,5,15,16,20,60,0,12755300,5.292726,5.691970,1882,2891
R16,4,C5,8,w5d-R16-s4-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,2406334,123756,2282578,605650,1980096,0.305869,64,1423,0.044975,1501232,24019712,0,0,265296,49103,0,36117060,13528,77285,36522272,36444987,187555936,151110949,0.805685,1979072,542770,1373534,0,62768,0,0,0,0,0.967783,0.999483,0,0,0.000000,133.273150,4,5,5,14,17,20,60,0,12755701,5.300885,5.956944,1882,2891
R16,4,C6,2,w5d-R16-s4-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,1232570,123756,1108814,1309288,1980096,0.661225,64,1269,0.050433,755152,48329728,0,0,713991,20464,0,16873456,25428,108709,17742048,17633339,45399900,27766561,0.611600,1979072,108664,669832,0,23681,1176895,0,0,0,0.393161,0.999483,0,0,0.122502,16.261224,2,3,5,15,16,20,50,0,9002340,7.303715,3.092918,1882,2891
R16,4,C6,4,w5d-R16-s4-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,1222628,123756,1098872,1296093,1980096,0.654561,64,1281,0.049961,755152,48329728,0,0,696006,21434,0,16737702,24880,102954,17582976,17480022,44993303,27513281,0.611497,1979072,95469,683027,0,21937,1178639,0,0,0,0.393161,0.999483,0,0,0.122502,33.162174,2,3,5,15,16,20,50,0,9000656,7.361729,3.296583,1882,2891
R16,4,C6,8,w5d-R16-s4-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_16_layer3_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,1221753,123756,1097997,1292031,1980096,0.652509,64,1281,0.049961,755152,48329728,0,0,689014,21434,0,16720544,24880,113104,17568976,17455872,44911468,27455596,0.611327,1979072,91407,687089,0,21934,1178642,0,0,0,0.393161,0.999483,0,0,0.122502,66.718220,2,3,5,14,17,20,50,0,8998193,7.364985,3.341125,1882,2891
R9,0,C5,2,w5d-R9-s0-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,504354,86384,417970,841684,1382144,0.608970,944,1040,0.907692,18424,294784,0,0,501546,0,0,6039384,3756,144882,6689568,6544686,27994231,21449545,0.766213,1380096,334996,539420,0,505680,0,0,0,0,0.632652,0.998518,0,0,0.000000,18.769448,3,4,5,7,13,20,49,0,5921961,11.741675,3.711026,737,902
R9,0,C5,4,w5d-R9-s0-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,318048,86384,231664,916188,1382144,0.662874,944,1058,0.892250,18424,294784,0,0,593225,1296,0,2963776,3174,147201,3708672,3561471,16663499,13102028,0.786271,1380096,409500,464916,0,505680,0,0,0,0,0.632652,0.998518,0,0,0.000000,32.364049,2,4,5,8,14,20,44,0,5922371,18.620997,3.877061,737,902
R9,0,C5,8,w5d-R9-s0-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,247691,86384,161307,873267,1382144,0.631821,944,1058,0.892250,18424,294784,0,0,565402,1296,0,1890580,3174,122508,2582960,2460452,12433554,9973102,0.802112,1380096,366579,507837,0,505680,0,0,0,0,0.632652,0.998518,0,0,0.000000,70.690452,3,4,5,9,15,20,44,0,5922481,23.910764,4.188619,737,902
R9,0,C6,2,w5d-R9-s0-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,414796,86384,328412,905984,1382144,0.655492,1808,1872,0.965812,4608,294912,0,0,519566,0,0,4639375,2496,95203,5256640,5161437,19726770,14565333,0.738354,1380096,295664,474288,0,93665,516479,0,0,0,0.557071,0.998518,0,0,0.000434,16.536396,2,4,5,9,15,20,35,0,5697595,13.735897,3.670777,737,902
R9,0,C6,4,w5d-R9-s0-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,241620,86384,155236,938957,1382144,0.679348,1808,1888,0.957627,4608,294912,0,0,592520,1128,0,1783797,1936,106443,2485824,2379381,10773903,8394522,0.779153,1380096,328637,441315,0,79112,531032,0,0,0,0.557071,0.998518,0,0,0.000434,30.782575,2,4,5,11,14,20,38,0,5697747,23.581438,3.399541,737,902
R9,0,C6,8,w5d-R9-s0-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,193810,86384,107426,719104,1382144,0.520282,1808,1888,0.957627,4608,294912,0,0,312311,1128,0,1317563,1936,87926,1720864,1632938,8309244,6676306,0.803479,1380096,108784,661168,0,63339,546805,0,0,0,0.557071,0.998518,0,0,0.000434,92.105946,2,4,5,11,14,20,38,0,5697872,29.399267,3.255451,737,902
R9,1,C5,2,w5d-R9-s1-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,342292,66910,275382,699283,1070560,0.653194,1008,1104,0.913043,17272,276352,0,0,453152,0,0,3818936,3744,132328,4408160,4275832,17004906,12729074,0.748553,1068512,209891,370173,0,488448,0,0,0,0,0.541832,0.998087,0,0,0.000000,16.646705,2,4,5,6,13,20,48,0,4395668,12.841866,2.838507,542,768
R9,1,C5,4,w5d-R9-s1-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,228279,66910,161369,735343,1070560,0.686877,1008,1120,0.900000,17272,276352,0,0,497126,1160,0,1954502,3224,127940,2583952,2456012,10610089,8154077,0.768521,1068512,245951,334113,0,488448,0,0,0,0,0.541832,0.998087,0,0,0.000000,30.059812,2,4,5,8,14,20,44,0,4396200,19.258013,2.634381,542,768
R9,1,C5,8,w5d-R9-s1-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,190914,66910,124004,700205,1070560,0.654055,1008,1128,0.893617,17272,276352,0,0,467758,1824,0,1418413,2864,95253,1986112,1890859,8608454,6717595,0.780349,1068512,210813,369251,0,488448,0,0,0,0,0.541832,0.998087,0,0,0.000000,66.421462,2,4,5,8,14,20,47,0,4396494,23.028662,2.759066,542,768
R9,1,C6,2,w5d-R9-s1-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,362884,66910,295974,675826,1070560,0.631283,1936,2000,0.968000,4608,294912,0,0,380571,0,0,4274367,2496,80198,4737632,4657434,18949305,14291871,0.754216,1068512,264290,392734,0,114342,297146,0,0,0,0.613720,0.998087,0,0,0.062934,17.698431,2,4,5,9,13,20,44,0,4537248,12.503301,2.940710,542,768
R9,1,C6,4,w5d-R9-s1-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,212679,66910,145769,726946,1070560,0.679033,1936,2016,0.960317,4608,294912,0,0,468642,1128,0,1763588,1936,99058,2334352,2235294,10406276,8170982,0.785198,1068512,315410,341614,0,107321,304167,0,0,0,0.613720,0.998087,0,0,0.062934,30.812793,2,4,5,11,13,20,41,0,4537340,21.334217,2.792462,542,768
R9,1,C6,8,w5d-R9-s1-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,159531,66910,92621,584989,1070560,0.546433,1936,2016,0.960317,4608,294912,0,0,311968,1128,0,1079617,1936,89335,1483984,1394649,7450107,6055458,0.812801,1068512,173453,483571,0,90944,320544,0,0,0,0.613720,0.998087,0,0,0.062934,87.084920,2,4,5,11,13,20,42,0,4537314,28.441582,2.913501,542,768
R9,2,C5,2,w5d-R9-s2-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,358131,68358,289773,702342,1093728,0.642154,928,1024,0.906250,16368,261888,0,0,447446,0,0,4049123,3744,138103,4638416,4500313,18113677,13613364,0.751552,1091680,219174,390362,0,482144,0,0,0,0,0.557301,0.998128,0,0,0.000000,17.176600,2,4,5,5,12,20,47,0,4525506,12.636454,2.384891,600,738
R9,2,C5,4,w5d-R9-s2-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,237090,68358,168732,740235,1093728,0.676800,928,1032,0.899225,16368,261888,0,0,493849,640,0,2067503,3496,136272,2701760,2565488,11213734,8648246,0.771219,1091680,257067,352469,0,482144,0,0,0,0,0.557301,0.998128,0,0,0.000000,31.027210,2,4,5,6,13,20,45,0,4525880,19.089291,2.904498,600,738
R9,2,C5,8,w5d-R9-s2-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,196947,68358,128589,711029,1093728,0.650097,928,1040,0.892308,16368,261888,0,0,472264,1160,0,1482795,3224,100029,2059472,1959443,9090816,7131373,0.784459,1091680,227861,381675,0,482144,0,0,0,0,0.557301,0.998128,0,0,0.000000,67.181427,2,4,5,7,13,20,44,0,4526068,22.981147,2.650659,600,738
R9,2,C6,2,w5d-R9-s2-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,367659,68358,299301,698234,1093728,0.638398,1936,2000,0.968000,4608,294912,0,0,392661,0,0,4306848,2496,88859,4790864,4702005,18798837,14096832,0.749878,1091680,263386,393494,0,123928,310872,0,0,0,0.600588,0.998128,0,0,0.111979,17.356886,2,4,5,9,13,20,38,0,4607118,12.530954,2.788452,600,738
R9,2,C6,4,w5d-R9-s2-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,213696,68358,145338,749864,1093728,0.685604,1936,2008,0.964143,4608,294912,0,0,481834,512,0,1739127,2248,103735,2327456,2223721,10254498,8030777,0.783147,1091680,315016,341864,0,113041,321759,0,0,0,0.600588,0.998128,0,0,0.111979,30.182042,2,4,5,11,13,20,39,0,4607276,21.559954,3.010281,600,738
R9,2,C6,8,w5d-R9-s2-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,2,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,161001,68358,92643,595378,1093728,0.544357,1936,2008,0.964143,4608,294912,0,0,302899,512,0,1093548,2248,85129,1484336,1399207,7363726,5964519,0.809987,1091680,160530,496350,0,99058,335742,0,0,0,0.600588,0.998128,0,0,0.111979,87.483543,2,4,5,11,14,20,40,0,4607300,28.616592,3.042275,600,738
R9,3,C5,2,w5d-R9-s3-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,463042,78954,384088,768619,1263264,0.608439,1120,1232,0.909091,18320,293120,0,0,457018,0,0,5549933,4368,136137,6147456,6011319,25565137,19553818,0.764863,1261216,297115,493413,0,470688,0,0,0,0,0.625782,0.998379,0,0,0.000000,18.794931,3,5,5,8,13,20,47,0,5398902,11.659638,3.695998,630,844
R9,3,C5,4,w5d-R9-s3-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,292464,78954,213510,832951,1263264,0.659364,1120,1248,0.897436,18320,293120,0,0,537106,1160,0,2731786,3848,144308,3418208,3273900,15200868,11926968,0.784624,1261216,361447,429081,0,470688,0,0,0,0,0.625782,0.998379,0,0,0.000000,32.701041,2,4,5,9,15,20,44,0,5399160,18.460939,3.531459,630,844
R9,3,C5,8,w5d-R9-s3-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,226087,78954,147133,791686,1263264,0.626699,1120,1248,0.897436,18320,293120,0,0,508683,1168,0,1726436,3848,116041,2356176,2240135,11270568,9030433,0.801240,1261216,320182,470346,0,470688,0,0,0,0,0.625782,0.998379,0,0,0.000000,71.673835,3,4,5,9,15,20,44,0,5399670,23.883151,3.852915,630,844
R9,3,C6,2,w5d-R9-s3-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,402681,78954,323727,812862,1263264,0.643462,1808,1872,0.965812,4608,294912,0,0,459169,0,0,4629239,2496,90776,5181680,5090904,20265951,15175047,0.748795,1261216,294494,448530,0,96986,421206,0,0,0,0.588178,0.998379,0,0,0.006076,17.113838,2,4,5,10,17,20,38,0,5286492,13.128238,3.616277,630,844
R9,3,C6,4,w5d-R9-s3-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,235838,78954,156884,853526,1263264,0.675651,1808,1880,0.961702,4608,294912,0,0,539068,512,0,1867188,2248,103176,2512192,2409016,11124889,8715873,0.783457,1261216,335158,407866,0,81597,436595,0,0,0,0.588178,0.998379,0,0,0.006076,31.137472,2,4,5,11,17,20,44,0,5286660,22.416489,3.639237,630,844
R9,3,C6,8,w5d-R9-s3-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,3,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,180942,78954,101988,669974,1263264,0.530352,1808,1888,0.957627,4608,294912,0,0,320485,1128,0,1218761,1936,91546,1633856,1542310,8107379,6565069,0.809765,1261216,151606,591418,0,63906,454286,0,0,0,0.588178,0.998379,0,0,0.006076,90.172506,2,4,5,11,16,20,40,0,5287116,29.219949,3.527670,630,844
R9,4,C5,2,w5d-R9-s4-C5-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,488572,85106,403466,831301,1361696,0.610489,832,960,0.866667,18216,291456,0,0,495696,0,0,5814088,5020,142700,6457504,6314804,27000280,20685476,0.766121,1359648,331861,529435,0,498352,0,0,0,0,0.632517,0.998496,0,0,0.000000,18.696508,3,4,5,7,13,20,48,0,5834338,11.941614,2.979937,735,966
R9,4,C5,4,w5d-R9-s4-C5-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,307403,85106,222297,895904,1361696,0.657932,832,976,0.852459,18216,291456,0,0,576024,1192,0,2823388,4500,153696,3558800,3405104,16022744,12617640,0.787483,1359648,396464,464832,0,498352,0,0,0,0,0.632517,0.998496,0,0,0.000000,32.838484,2,4,5,9,14,20,45,0,5834726,18.980706,3.272489,735,966
R9,4,C5,8,w5d-R9-s4-C5-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,239222,85106,154116,848170,1361696,0.622878,832,988,0.842105,18216,291456,0,0,541860,2080,0,1799712,4012,120240,2467904,2347664,12031323,9683659,0.804871,1359648,348730,512566,0,498352,0,0,0,0,0.632517,0.998496,0,0,0.000000,72.407492,3,4,5,10,15,20,47,0,5834925,24.391256,3.594947,735,966
R9,4,C6,2,w5d-R9-s4-C6-b2,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,415309,85106,330203,890403,1361696,0.653893,1776,1840,0.965217,4608,294912,0,0,512081,0,0,4681613,2496,89106,5285296,5196190,19918159,14721969,0.739123,1359648,294419,469453,0,95406,500370,0,0,0,0.560971,0.998496,0,0,0.011719,16.613153,2,4,5,9,16,20,41,0,5624106,13.541980,2.858299,735,966
R9,4,C6,4,w5d-R9-s4-C6-b4,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,240727,85106,155621,918483,1361696,0.674514,1776,1848,0.961039,4608,294912,0,0,574861,512,0,1805724,2248,108639,2491984,2383345,10803306,8419961,0.779387,1359648,322499,441373,0,75866,519910,0,0,0,0.560971,0.998496,0,0,0.011719,31.246657,2,4,5,11,13,20,42,0,5624822,23.365979,3.142395,735,966
R9,4,C6,8,w5d-R9-s4-C6-b8,,cache,baseline,loas,16,resnet19_T4_n5,layer_09_layer2_0_conv2,4,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,8,0,24,8,1,1,1,non_inclusive,lru,191758,85106,106652,712160,1361696,0.522995,1776,1856,0.956897,4608,294912,0,0,317123,1128,0,1299039,1936,89254,1708480,1619226,8265091,6645865,0.804089,1359648,116176,647696,0,63172,532604,0,0,0,0.560971,0.998496,0,0,0.011719,91.584988,2,4,5,11,13,20,43,0,5624870,29.333170,3.030479,735,966
V8,0,C5,2,w5d-V8-s0-C5-b2,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,2,1,1,1,non_inclusive,lru,3845718,162352,3683366,544676,2597632,0.209682,0,2804,0.000000,2373152,37970432,0,0,163752,57452,0,58566304,52936,95460,58935904,58840444,289588794,230748350,0.796814,2595584,358116,2050908,0,186560,0,0,0,0,0.927392,0.999212,0,0,0.000000,37.935276,4,5,5,15,16,20,60,0,17356142,4.513108,10.339948,1226,1875
V8,0,C5,4,w5d-V8-s0-C5-b4,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,8,0,24,4,1,1,1,non_inclusive,lru,3806650,162352,3644298,557772,2597632,0.214723,0,3210,0.000000,2373152,37970432,0,0,176658,97304,0,57914288,35526,87040,58310816,58223776,286754996,228531220,0.796956,2595584,371212,2037812,0,186560,0,0,0,0,0.927392,0.999212,0,0,0.000000,75.386567,4,5,5,15,16,20,60,0,17356262,4.559458,9.872814,1226,1875
