tag,layer,line_size_bytes,l2_banks,prefetch_distance,samples,wcache_cycles,wcache_cycles_spread,stage3_total_cycles,stage3_compute_per_node,speedup_vs_stage3_total,cycles_over_compute_floor,l1_hit_rate,l2_hit_rate,l1_accesses,l2_accesses,dram_accesses,dram_bytes,stall_total,hidden_fraction,pf_coverage,padding_fraction
V9,layer_09_features_30,16,4,4,5,820470.4,0.0211,310191.2,309625.6,0.3781,2.6499,0.942873,0.0,4954009.6,1152.0,310528.0,4968448.0,8175564.8,0.4216,0.0625,0.0118
V9,layer_09_features_30,16,8,0,5,816334.4,0.014,310191.2,309625.6,0.38,2.6365,0.93723,0.001235,4954009.6,310912.0,310528.0,4968448.0,8109388.8,0.0,0.0,0.0118
V9,layer_09_features_30,16,8,1,5,1075292.8,0.0276,310191.2,309625.6,0.2885,3.4729,0.938236,0.0,4954009.6,1152.0,310528.0,4968448.0,12252723.2,0.0643,0.0625,0.0118
V9,layer_09_features_30,16,8,2,5,973321.6,0.0406,310191.2,309625.6,0.3187,3.1435,0.941424,0.0,4954009.6,1152.0,310528.0,4968448.0,10621184.0,0.1923,0.0625,0.0118
V9,layer_09_features_30,16,8,4,5,820470.4,0.0211,310191.2,309625.6,0.3781,2.6499,0.942873,0.0,4954009.6,1152.0,310528.0,4968448.0,8175564.8,0.4216,0.0625,0.0118
V9,layer_09_features_30,32,1,0,5,563873.6,0.0194,310191.2,309625.6,0.5501,1.8211,0.968576,0.0,4954009.6,155648.0,155648.0,4980736.0,4070016.0,0.0,0.0,0.0118
V9,layer_09_features_30,32,1,1,5,853987.2,0.0256,310191.2,309625.6,0.3632,2.7581,0.968576,0.0,4954009.6,1152.0,155648.0,4980736.0,8711833.6,0.0343,0.0312,0.0118
V9,layer_09_features_30,32,1,2,5,834222.4,0.0282,310191.2,309625.6,0.3718,2.6943,0.968604,0.0,4954009.6,1152.0,155648.0,4980736.0,8395596.8,0.0696,0.0312,0.0118
V9,layer_09_features_30,32,1,4,5,784595.2,0.0356,310191.2,309625.6,0.3954,2.534,0.969196,0.0,4954009.6,1152.0,155648.0,4980736.0,7601561.6,0.1611,0.0312,0.0118
V9,layer_09_features_30,32,2,0,5,563873.6,0.0194,310191.2,309625.6,0.5501,1.8211,0.968576,0.0,4954009.6,155648.0,155648.0,4980736.0,4070016.0,0.0,0.0,0.0118
V9,layer_09_features_30,32,2,1,5,853987.2,0.0256,310191.2,309625.6,0.3632,2.7581,0.968576,0.0,4954009.6,1152.0,155648.0,4980736.0,8711833.6,0.0343,0.0312,0.0118
V9,layer_09_features_30,32,2,2,5,834222.4,0.0282,310191.2,309625.6,0.3718,2.6943,0.968604,0.0,4954009.6,1152.0,155648.0,4980736.0,8395596.8,0.0696,0.0312,0.0118
V9,layer_09_features_30,32,2,4,5,784592.0,0.0356,310191.2,309625.6,0.3954,2.534,0.969195,0.0,4954009.6,1152.0,155648.0,4980736.0,7601510.4,0.1611,0.0312,0.0118
V9,layer_09_features_30,32,4,0,5,563873.6,0.0194,310191.2,309625.6,0.5501,1.8211,0.968576,0.0,4954009.6,155648.0,155648.0,4980736.0,4070016.0,0.0,0.0,0.0118
V9,layer_09_features_30,32,4,1,5,853987.2,0.0256,310191.2,309625.6,0.3632,2.7581,0.968576,0.0,4954009.6,1152.0,155648.0,4980736.0,8711833.6,0.0343,0.0312,0.0118
V9,layer_09_features_30,32,4,2,5,834222.4,0.0282,310191.2,309625.6,0.3718,2.6943,0.968604,0.0,4954009.6,1152.0,155648.0,4980736.0,8395596.8,0.0696,0.0312,0.0118
V9,layer_09_features_30,32,4,4,5,784606.4,0.0355,310191.2,309625.6,0.3953,2.534,0.969198,0.0,4954009.6,1152.0,155648.0,4980736.0,7601740.8,0.1611,0.0312,0.0118
V9,layer_09_features_30,32,8,0,5,563873.6,0.0194,310191.2,309625.6,0.5501,1.8211,0.968576,0.0,4954009.6,155648.0,155648.0,4980736.0,4070016.0,0.0,0.0,0.0118
V9,layer_09_features_30,32,8,1,5,853987.2,0.0256,310191.2,309625.6,0.3632,2.7581,0.968576,0.0,4954009.6,1152.0,155648.0,4980736.0,8711833.6,0.0343,0.0312,0.0118
V9,layer_09_features_30,32,8,2,5,834222.4,0.0282,310191.2,309625.6,0.3718,2.6943,0.968604,0.0,4954009.6,1152.0,155648.0,4980736.0,8395596.8,0.0696,0.0312,0.0118
V9,layer_09_features_30,32,8,4,5,784606.4,0.0355,310191.2,309625.6,0.3953,2.534,0.969198,0.0,4954009.6,1152.0,155648.0,4980736.0,7601740.8,0.1611,0.0312,0.0118
V9,layer_09_features_30,64,1,0,5,437409.6,0.0249,310191.2,309625.6,0.7092,1.4127,0.984288,0.0,4954009.6,77824.0,77824.0,4980736.0,2046592.0,0.0,0.0,0.0118
V9,layer_09_features_30,64,1,1,5,737251.2,0.0296,310191.2,309625.6,0.4207,2.3811,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6844057.6,0.022,0.0155,0.0118
V9,layer_09_features_30,64,1,2,5,727595.2,0.03,310191.2,309625.6,0.4263,2.3499,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6689561.6,0.0439,0.0155,0.0118
V9,layer_09_features_30,64,1,4,5,708283.2,0.0308,310191.2,309625.6,0.4379,2.2875,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6380569.6,0.0879,0.0155,0.0118
V9,layer_09_features_30,64,2,0,5,437409.6,0.0249,310191.2,309625.6,0.7092,1.4127,0.984288,0.0,4954009.6,77824.0,77824.0,4980736.0,2046592.0,0.0,0.0,0.0118
V9,layer_09_features_30,64,2,1,5,737251.2,0.0296,310191.2,309625.6,0.4207,2.3811,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6844057.6,0.022,0.0155,0.0118
V9,layer_09_features_30,64,2,2,5,727595.2,0.03,310191.2,309625.6,0.4263,2.3499,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6689561.6,0.0439,0.0155,0.0118
V9,layer_09_features_30,64,2,4,5,708283.2,0.0308,310191.2,309625.6,0.4379,2.2875,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6380569.6,0.0879,0.0155,0.0118
V9,layer_09_features_30,64,4,0,5,437409.6,0.0249,310191.2,309625.6,0.7092,1.4127,0.984288,0.0,4954009.6,77824.0,77824.0,4980736.0,2046592.0,0.0,0.0,0.0118
V9,layer_09_features_30,64,4,1,5,737251.2,0.0296,310191.2,309625.6,0.4207,2.3811,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6844057.6,0.022,0.0155,0.0118
V9,layer_09_features_30,64,4,2,5,727595.2,0.03,310191.2,309625.6,0.4263,2.3499,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6689561.6,0.0439,0.0155,0.0118
V9,layer_09_features_30,64,4,4,5,708283.2,0.0308,310191.2,309625.6,0.4379,2.2875,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6380569.6,0.0879,0.0155,0.0118
V9,layer_09_features_30,64,8,0,5,437409.6,0.0249,310191.2,309625.6,0.7092,1.4127,0.984288,0.0,4954009.6,77824.0,77824.0,4980736.0,2046592.0,0.0,0.0,0.0118
V9,layer_09_features_30,64,8,1,5,737251.2,0.0296,310191.2,309625.6,0.4207,2.3811,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6844057.6,0.022,0.0155,0.0118
V9,layer_09_features_30,64,8,2,5,727595.2,0.03,310191.2,309625.6,0.4263,2.3499,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6689561.6,0.0439,0.0155,0.0118
V9,layer_09_features_30,64,8,4,5,708283.2,0.0308,310191.2,309625.6,0.4379,2.2875,0.984288,0.0,4954009.6,1152.0,77824.0,4980736.0,6380569.6,0.0879,0.0155,0.0118
