_tag,_sample,_config,run_id,git_commit,arm,tier,arch,n_cores,workload,layer,sample_idx,l1_size_bytes,l1_assoc,l1_num_lines,l1_num_sets,l2_size_bytes,l2_assoc,l2_num_lines,l2_num_sets,line_size_bytes,cin_block,cout_block,weight_bytes,layout,cin_lo_blocks,l1_mshrs,l1_tgts_per_mshr,l2_mshrs,l2_tgts_per_mshr,l1_demand_reserve,prefetch_policy,prefetch_distance,l1_latency,l1_ii,l2_latency,l2_to_l1_latency,l2_miss_latency,l2_banks,l2_ii,dram_ii,core_accept_ii,inclusion,policy,total_cycles,tick_base_total,stretch_cycles,l1_hits,l1_accesses,l1_hit_rate,l2_hits,l2_accesses,l2_hit_rate,dram_accesses,dram_bytes,stall_l1_slot,stall_l1_line,stall_l1_port,stall_l2_slot,stall_l2_line,stall_l2_port,stall_channel,stall_barrier,stall_total,core_stall_sum,fetch_latency_sum,hidden_latency,hidden_fraction,pf_issued,pf_timely,pf_late,pf_wasted,pf_dropped_array_hit,pf_dropped_matching,pf_dropped_no_slot,pf_dropped_targets_full,pf_dropped_reserve,pf_coverage,pf_coverage_ceiling,pf_budget_exhausted,pf_pollution_evictions,padding_fraction,port_bound_threshold,l1_mshr_occ_p50,l1_mshr_occ_p95,l1_mshr_occ_max,l2_mshr_occ_p50,l2_mshr_occ_p95,l2_mshr_occ_max,max_wait_depth,hits_downgraded_to_miss,events,events_per_cycle,sim_wall_seconds,distinct_addr_per_core_tile_p50,distinct_addr_per_core_tile_max
V8,0,C3,w5b-V8-s0-C3-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,1024,1024,1,524288,16,32768,2048,16,1,16,1,split_cin,1,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,6795972,162352,6633620,113536,2597632,0.043707,145216,2484096,0.058458,2338880,37422080,0,0,0,0,0,774338,105292150,73480,106139968,106066488,106066488,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999212,0,0,0.000000,38.251700,1,1,1,13,15,16,0,0,12502464,1.839687,24.783179,1226,1875
V8,0,C4,w5b-V8-s0-C4-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,4135612,162352,3973260,1185600,2597632,0.456416,0,1412032,0.000000,1412032,90370048,0,0,0,0,0,0,63556800,17408,63574208,63556800,63556800,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999212,0,0,0.104167,21.743372,1,1,1,10,15,16,0,0,9431488,2.280554,2.284083,1226,1875
V8,0,C5,w5b-V8-s0-C5-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,5,0,40,1,1,1,1,non_inclusive,lru,5400942,162352,5238590,465728,2597632,0.179289,0,2048,0.000000,2373152,37970432,0,0,160534,0,0,83454516,107520,96918,83819488,83722570,407966512,324243942,0.794781,2595584,279168,2129856,0,186560,0,0,0,0,0.927392,0.999212,0,0,0.000000,32.828422,4,5,5,17,19,20,60,0,17356550,3.213615,5.147967,1226,1875
V8,0,C6,w5b-V8-s0-C6-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,0,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,5,0,40,1,1,1,1,non_inclusive,lru,3259118,162352,3096766,1400110,2597632,0.538995,0,1952,0.000000,1412032,90370048,0,0,647652,0,0,48698732,102480,101440,49550304,49448864,161870604,112421740,0.694516,2595584,214510,1195570,0,20346,1165158,0,0,0,0.542833,0.999212,0,0,0.104167,18.440210,2,4,5,17,19,20,56,0,13434388,4.122093,4.016744,1226,1875
V8,1,C2,w5b-V8-s1-C2-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,6088048,148272,5939776,217856,2372352,0.091831,50240,2154496,0.023319,2104256,33668096,0,0,0,0,0,269278,94722430,46756,95038464,94991708,94991708,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999137,0,0,0.000000,36.326751,1,1,1,13,15,16,0,0,11158080,1.832784,2.806788,1125,1696
V8,1,C3,w5b-V8-s1-C3-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,1,16384,1024,1024,1,524288,16,32768,2048,16,1,16,1,split_cin,1,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,6005574,148272,5857302,142080,2372352,0.059890,170368,2230272,0.076389,2059904,32958464,0,0,0,0,0,903806,92739002,76072,93718880,93642808,93642808,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999137,0,0,0.000000,37.604403,1,1,1,13,15,16,0,0,11265280,1.875804,22.588258,1125,1696
V8,1,C4,w5b-V8-s1-C4-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,4024872,148272,3876600,994688,2372352,0.419283,0,1377664,0.000000,1377664,88170496,0,0,0,0,0,0,62010240,17408,62027648,62010240,62010240,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999137,0,0,0.222850,23.228661,1,1,1,10,15,16,0,0,8877824,2.205741,2.105688,1125,1696
V8,1,C5,w5b-V8-s1-C5-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,1,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,next_burst,4,0,1,5,0,40,1,1,1,1,non_inclusive,lru,4794656,148272,4646384,504230,2372352,0.212544,0,1920,0.000000,2104256,33668096,0,0,185560,0,0,73926506,100800,131326,74344192,74212866,356917378,282704512,0.792073,2370304,286374,1866202,0,217728,0,0,0,0,0.907359,0.999137,0,0,0.000000,31.498226,4,5,5,17,19,20,60,0,15629710,3.259819,4.672211,1125,1696
V8,1,C6,w5b-V8-s1-C6-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,1,16384,8,256,32,524288,16,8192,512,64,4,16,1,split_cin,32,16,20,20,12,1,next_burst,4,0,1,5,0,40,1,1,1,1,non_inclusive,lru,3178192,148272,3029920,1194858,2372352,0.503660,0,1952,0.000000,1377664,88170496,0,0,511698,0,0,47761016,102480,105574,48480768,48375194,164465920,116090726,0.705865,2370304,200170,1175542,0,18598,975994,0,0,0,0.579894,0.999137,0,0,0.222850,19.853614,2,4,5,17,19,20,59,0,12622022,3.971447,3.676618,1125,1696
V8,2,C2,w5b-V8-s2-C2-split_cin,,cache,baseline,loas,16,vgg16_T4_n5,layer_08_features_27,2,16384,8,1024,128,524288,16,32768,2048,16,1,16,1,split_cin,128,16,20,20,12,1,none,0,0,1,5,0,40,1,1,1,1,non_inclusive,lru,5849694,146200,5703494,267744,2339200,0.114460,51168,2071456,0.024701,2020288,32324608,0,0,0,0,0,272690,90942312,42950,91257952,91215002,91215002,0,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.999124,0,0,0.000000,35.421614,1,1,1,14,15,16,0,0,10841728,1.853384,2.762644,1089,1666
